Latitude,Longitude,Zone,Amenity
45.5016463,9.1583096,zone9,bicycle_parking
45.5033852,9.1566888,zone9,bicycle_parking
45.5133529,9.1736243,zone9,parking
45.5165006,9.1720093,zone9,bank
45.5086643,9.1769952,zone9,drinking_water
45.5272154,9.1740995,zone9,bank
45.5287052,9.1716579,zone9,cafe
45.5287009,9.1743727,zone9,post_office
45.5168387,9.1672727,zone9,fountain
45.5171591,9.1668273,zone9,fountain
45.5053789,9.1663176,zone9,bicycle_parking
45.5044541,9.1656053,zone9,bicycle_parking
45.5042949,9.166342,zone9,bicycle_parking
45.5068097,9.2032698,zone9,parking
45.5148178,9.1729315,zone9,clock
45.5156631,9.1725238,zone9,clock
45.5286878,9.1631096,zone9,cafe
45.5244373,9.1611518,zone9,cafe
45.5280604,9.1610779,zone9,school
45.5266021,9.1620367,zone9,post_box
45.5237871,9.1656628,zone9,pharmacy
45.5265876,9.1617537,zone9,pharmacy
45.5281006,9.1608102,zone9,post_box
45.5048616,9.1850903,zone9,restaurant
45.4843482,9.1876062,zone9,taxi
45.5043687,9.1644529,zone9,bicycle_parking
45.4853207,9.1963631,zone9,vending_machine
45.4858807,9.1970018,zone9,vending_machine
45.4835959,9.1950784,zone9,vending_machine
45.4844782,9.1966284,zone9,vending_machine
45.4849818,9.1960553,zone9,vending_machine
45.5014667,9.153699,zone9,bench
45.5014761,9.1539244,zone9,bench
45.5014667,9.1537339,zone9,bench
45.5014742,9.1538948,zone9,bench
45.5202241,9.204898,zone9,toilets
45.5268666,9.2012897,zone9,waste_basket
45.5285346,9.2005573,zone9,waste_basket
45.528646,9.2001622,zone9,waste_basket
45.5249398,9.177193,zone9,library
45.5265534,9.1744271,zone9,drinking_water
45.5265941,9.177714,zone9,drinking_water
45.5227883,9.1608179,zone9,school
45.5243978,9.1800132,zone9,car_wash
45.5200803,9.2001123,zone9,drinking_water
45.5207358,9.2051468,zone9,bench
45.5227558,9.2038942,zone9,bench
45.5227909,9.2039773,zone9,bench
45.5277988,9.1970384,zone9,waste_basket
45.5288559,9.2030738,zone9,waste_basket
45.529021,9.2031435,zone9,waste_basket
45.4827634,9.1965462,zone9,parking_entrance
45.5046046,9.1991462,zone9,restaurant
45.5242789,9.1920967,zone9,bicycle_parking
45.5255335,9.1922516,zone9,bicycle_parking
45.5049005,9.1657585,zone9,waste_basket
45.5045452,9.1658819,zone9,waste_basket
45.5042933,9.1659945,zone9,waste_basket
45.5052144,9.1656378,zone9,waste_basket
45.5014058,9.1540426,zone9,bicycle_parking
45.5283146,9.2036572,zone9,bicycle_parking
45.4854022,9.1883968,zone9,bicycle_rental
45.5118282,9.1730422,zone9,parking
45.5118476,9.1736328,zone9,parking
45.5112183,9.1911878,zone9,bench
45.5112664,9.1911833,zone9,bench
45.5112985,9.1910963,zone9,bench
45.5027068,9.1893151,zone9,pharmacy
45.4970521,9.1916746,zone9,pharmacy
45.5099852,9.1907901,zone9,drinking_water
45.5266017,9.1756923,zone9,pharmacy
45.5217316,9.2160449,zone9,restaurant
45.5211249,9.2164521,zone9,parking_entrance
45.486757,9.1913898,zone9,bicycle_parking
45.4870373,9.1914749,zone9,bicycle_parking
45.4871522,9.1914492,zone9,bicycle_parking
45.4872569,9.1912822,zone9,bicycle_parking
45.4872659,9.1914251,zone9,bicycle_parking
45.4881238,9.1911055,zone9,bicycle_parking
45.4886665,9.1909776,zone9,bicycle_parking
45.5216675,9.1683486,zone9,taxi
45.5303638,9.1629823,zone9,fast_food
45.5297708,9.1643502,zone9,fast_food
45.5083638,9.1769534,zone9,post_office
45.5185045,9.2043654,zone9,parking
45.4846499,9.1947328,zone9,bicycle_rental
45.4861653,9.1968238,zone9,bicycle_rental
45.4890834,9.1908414,zone9,bicycle_rental
45.5153447,9.167128,zone9,bench
45.5153981,9.1672585,zone9,bench
45.5154503,9.1671428,zone9,bench
45.5157934,9.1660061,zone9,bench
45.5158216,9.1655555,zone9,bench
45.5159356,9.1652493,zone9,bicycle_parking
45.5159651,9.1681376,zone9,bench
45.5161486,9.1669478,zone9,bench
45.5165396,9.1669813,zone9,bench
45.5165599,9.1668613,zone9,bench
45.5166335,9.1666651,zone9,bench
45.5146607,9.1659714,zone9,bench
45.5165537,9.1666758,zone9,bench
45.4858859,9.1970024,zone9,clock
45.5023749,9.1839588,zone9,parking_entrance
45.5021163,9.160924,zone9,parking
45.5009774,9.1667199,zone9,cafe
45.4977309,9.1881794,zone9,parking_entrance
45.5082917,9.2021629,zone9,atm
45.4959358,9.1861037,zone9,bank
45.4958311,9.18577,zone9,taxi
45.5027647,9.1598365,zone9,taxi
45.4945153,9.1764613,zone9,vending_machine
45.4945185,9.1764666,zone9,vending_machine
45.4945278,9.1764806,zone9,vending_machine
45.495098,9.1764811,zone9,restaurant
45.5146282,9.2116497,zone9,pharmacy
45.5012395,9.1541676,zone9,parking_entrance
45.5012075,9.1541715,zone9,parking_entrance
45.507717,9.2033775,zone9,cafe
45.5122395,9.1752083,zone9,car_wash
45.5052469,9.1656162,zone9,bench
45.5043098,9.1659782,zone9,bench
45.5049255,9.1657462,zone9,bench
45.5045758,9.1658763,zone9,bench
45.5054809,9.1673341,zone9,bench
45.5054151,9.1668338,zone9,bench
45.505496,9.1673877,zone9,bench
45.4867224,9.1850448,zone9,bicycle_rental
45.4911256,9.1859892,zone9,pub
45.4840455,9.1963542,zone9,taxi
45.4841287,9.1969993,zone9,bank
45.4840995,9.197162,zone9,bank
45.5138342,9.1735166,zone9,bank
45.5146378,9.1730171,zone9,restaurant
45.5138687,9.1735052,zone9,cafe
45.4965093,9.1860022,zone9,bank
45.4971093,9.1849561,zone9,bank
45.4968904,9.1856769,zone9,clock
45.4935045,9.1847219,zone9,pharmacy
45.4887822,9.1826076,zone9,restaurant
45.4913943,9.1837689,zone9,bank
45.4897114,9.1853194,zone9,pub
45.5283061,9.1633907,zone9,bicycle_parking
45.4839425,9.1871312,zone9,bicycle_parking
45.485762,9.187177,zone9,bicycle_parking
45.484554,9.195621,zone9,bicycle_parking
45.484667,9.195728,zone9,bicycle_parking
45.4906577,9.1880096,zone9,motorcycle_parking
45.4840935,9.1953474,zone9,bicycle_parking
45.4811898,9.1915709,zone9,restaurant
45.4859552,9.1965759,zone9,bicycle_parking
45.4870759,9.1961038,zone9,bicycle_parking
45.4872339,9.1960287,zone9,bicycle_parking
45.4828501,9.1896524,zone9,bicycle_parking
45.4829508,9.190758,zone9,bicycle_parking
45.4829922,9.188779,zone9,bicycle_parking
45.4832647,9.1884513,zone9,bicycle_parking
45.4891421,9.1880636,zone9,restaurant
45.4839399,9.1873166,zone9,bicycle_parking
45.4828245,9.1898379,zone9,taxi
45.5178647,9.2108911,zone9,parking_entrance
45.5179004,9.2107468,zone9,parking_entrance
45.4944142,9.1819472,zone9,nightclub
45.4990854,9.1686406,zone9,vending_machine
45.489256,9.185375,zone9,bicycle_parking
45.5038965,9.1850506,zone9,bench
45.5039705,9.1850702,zone9,bench
45.5020581,9.1596153,zone9,car_sharing
45.5021456,9.1596604,zone9,bicycle_parking
45.528748,9.2105542,zone9,bicycle_parking
45.5025698,9.1597415,zone9,waste_basket
45.5026808,9.1598769,zone9,waste_basket
45.4825418,9.1838238,zone9,restaurant
45.4826478,9.1845526,zone9,cafe
45.4838771,9.1819259,zone9,restaurant
45.4837671,9.1826933,zone9,cafe
45.482557,9.1849756,zone9,restaurant
45.4824121,9.1864777,zone9,nightclub
45.4824216,9.1868074,zone9,nightclub
45.5220977,9.1708018,zone9,restaurant
45.5109651,9.2028142,zone9,cafe
45.4840087,9.1887372,zone9,bicycle_parking
45.5243443,9.1754697,zone9,drinking_water
45.5089401,9.1876684,zone9,fountain
45.5098912,9.1881371,zone9,fountain
45.5153532,9.1760828,zone9,post_box
45.4823186,9.1875639,zone9,restaurant
45.4826743,9.1864811,zone9,cafe
45.48276,9.1848649,zone9,restaurant
45.4822475,9.1875427,zone9,cafe
45.4821813,9.18722,zone9,bar
45.5094019,9.1708312,zone9,bench
45.5159602,9.1691192,zone9,post_box
45.5160196,9.1691124,zone9,cafe
45.5252213,9.1830579,zone9,drinking_water
45.5030915,9.1619865,zone9,fast_food
45.5027729,9.1604789,zone9,waste_basket
45.502222,9.1585389,zone9,waste_basket
45.5022619,9.1585391,zone9,waste_basket
45.5024176,9.1571261,zone9,waste_basket
45.486669,9.196843,zone9,parking
45.4981364,9.1857377,zone9,bicycle_parking
45.4844929,9.186284,zone9,police
45.4841912,9.1872671,zone9,cafe
45.4844831,9.187541,zone9,fast_food
45.4853889,9.1976552,zone9,vending_machine
45.4854388,9.1977269,zone9,post_box
45.4854518,9.1977022,zone9,post_box
45.4855509,9.1975431,zone9,waste_basket
45.4856702,9.1973967,zone9,waste_basket
45.4982259,9.1844257,zone9,cafe
45.5215176,9.1781359,zone9,toilets
45.5215503,9.1781355,zone9,drinking_water
45.5223185,9.1812232,zone9,bench
45.5224687,9.1815048,zone9,bench
45.4846099,9.1956321,zone9,telephone
45.4928965,9.1884689,zone9,restaurant
45.4937018,9.1880325,zone9,restaurant
45.4918116,9.188719,zone9,restaurant
45.4930183,9.1883609,zone9,restaurant
45.4921349,9.1888927,zone9,restaurant
45.4924321,9.1888657,zone9,pharmacy
45.5215396,9.1677002,zone9,cafe
45.5218,9.1679161,zone9,bicycle_parking
45.5054008,9.1655543,zone9,waste_basket
45.5068463,9.1663326,zone9,waste_basket
45.5054515,9.1658116,zone9,waste_basket
45.5057015,9.1661307,zone9,waste_basket
45.52109,9.1649006,zone9,clock
45.5210943,9.1647468,zone9,bicycle_parking
45.5211608,9.1646581,zone9,recycling
45.4882635,9.188731,zone9,ice_cream
45.4870402,9.188603,zone9,ice_cream
45.4887645,9.1912705,zone9,cafe
45.488097,9.1886929,zone9,restaurant
45.488411,9.1891153,zone9,pub
45.4858724,9.1868946,zone9,bicycle_parking
45.5189647,9.1851658,zone9,drinking_water
45.4876255,9.1875046,zone9,restaurant
45.4888438,9.1892082,zone9,restaurant
45.4881372,9.1897826,zone9,bar
45.5037844,9.165088,zone9,cafe
45.4859277,9.1869256,zone9,restaurant
45.4866123,9.1904905,zone9,cafe
45.4860425,9.1883419,zone9,restaurant
45.4864655,9.1883675,zone9,cafe
45.4867373,9.1912629,zone9,restaurant
45.4861685,9.1883768,zone9,restaurant
45.4874292,9.1932303,zone9,cafe
45.4877353,9.1918014,zone9,restaurant
45.4836925,9.1899846,zone9,cafe
45.4829363,9.1870239,zone9,parking_entrance
45.483028,9.194915,zone9,cafe
45.48293,9.1952991,zone9,parking_entrance
45.4867884,9.1858606,zone9,theatre
45.486859,9.1853403,zone9,restaurant
45.4866973,9.1867076,zone9,cafe
45.4864669,9.1869791,zone9,fast_food
45.4869267,9.188807,zone9,pub
45.4867123,9.1885173,zone9,restaurant
45.4867002,9.1887446,zone9,cafe
45.4874287,9.1884491,zone9,restaurant
45.4871335,9.1868745,zone9,restaurant
45.4879373,9.1875906,zone9,restaurant
45.4878086,9.1875517,zone9,bar
45.4881423,9.1882639,zone9,restaurant
45.4858373,9.1913196,zone9,drinking_water
45.4864645,9.1938834,zone9,cafe
45.4875546,9.1949187,zone9,restaurant
45.4877502,9.1950703,zone9,bank
45.4876468,9.1886438,zone9,restaurant
45.4886115,9.1891427,zone9,fast_food
45.4888963,9.1886814,zone9,restaurant
45.4892,9.18741,zone9,bar
45.4895065,9.1877802,zone9,car_rental
45.4891059,9.1884896,zone9,post_office
45.4889791,9.1877761,zone9,restaurant
45.4891379,9.1859321,zone9,bank
45.4895874,9.1858114,zone9,restaurant
45.4895356,9.186077,zone9,fast_food
45.4895582,9.1869755,zone9,restaurant
45.4904965,9.1886948,zone9,restaurant
45.4902736,9.1885848,zone9,restaurant
45.4908158,9.1873379,zone9,cafe
45.491411,9.1863829,zone9,cafe
45.4912822,9.1877493,zone9,restaurant
45.4921705,9.1877409,zone9,theatre
45.4907057,9.1837862,zone9,post_box
45.5287342,9.1718248,zone9,post_box
45.5188181,9.1704859,zone9,post_box
45.4824915,9.1884599,zone9,parking
45.4826408,9.1895252,zone9,parking_entrance
45.4962176,9.1800165,zone9,restaurant
45.4850248,9.18489,zone9,nightclub
45.4848786,9.1824757,zone9,dormitory
45.4852203,9.1823286,zone9,restaurant
45.4952077,9.1771552,zone9,post_box
45.4945418,9.1847273,zone9,restaurant
45.4946806,9.1855506,zone9,fast_food
45.4942978,9.1856637,zone9,marketplace
45.4942815,9.1857262,zone9,bar
45.4945005,9.1861975,zone9,bar
45.4969008,9.1887331,zone9,restaurant
45.483016,9.1911647,zone9,ice_cream
45.5305576,9.1711882,zone9,drinking_water
45.4843282,9.1869209,zone9,atm
45.4845566,9.1865906,zone9,vending_machine
45.4846054,9.1871892,zone9,atm
45.4846533,9.1868884,zone9,vending_machine
45.4846634,9.186693,zone9,vending_machine
45.4847613,9.1857915,zone9,vending_machine
45.4848331,9.1868113,zone9,gambling
45.4848719,9.1870705,zone9,vending_machine
45.4849688,9.1873152,zone9,toilets
45.4850412,9.1873214,zone9,toilets
45.4851117,9.1871892,zone9,vending_machine
45.5254998,9.1721379,zone9,school
45.5262754,9.171255,zone9,waste_basket
45.5286127,9.1732144,zone9,cafe
45.4845945,9.18698,zone9,cafe
45.4840958,9.1866516,zone9,vending_machine
45.4841074,9.1865708,zone9,telephone
45.485209,9.1876084,zone9,vending_machine
45.502967,9.1619773,zone9,restaurant
45.4837715,9.1849563,zone9,bench
45.4838752,9.1849906,zone9,bench
45.4838703,9.1851261,zone9,bench
45.4832755,9.1871102,zone9,bicycle_parking
45.4835941,9.188352,zone9,motorcycle_parking
45.5039512,9.1658458,zone9,restaurant
45.4838945,9.1914442,zone9,parking_entrance
45.4838409,9.1905927,zone9,parking_entrance
45.5229686,9.1766857,zone9,bench
45.5228709,9.1766213,zone9,bench
45.5225671,9.1779584,zone9,parking
45.5238789,9.1658642,zone9,recycling
45.4992118,9.1580151,zone9,parking_entrance
45.4955048,9.1733814,zone9,parking_entrance
45.5124553,9.1564858,zone9,parking_entrance
45.51249,9.1574933,zone9,restaurant
45.512584,9.1579586,zone9,bar
45.5147726,9.159246,zone9,bench
45.5147883,9.1587903,zone9,recycling
45.5132792,9.1608898,zone9,parking
45.5213868,9.1480303,zone9,car_wash
45.4838133,9.1869691,zone9,bicycle_parking
45.4855368,9.1892316,zone9,bar
45.5075752,9.1652862,zone9,fast_food
45.5018384,9.1661288,zone9,bank
45.5206112,9.1960718,zone9,bench
45.4895296,9.1888504,zone9,nightclub
45.4892583,9.1865705,zone9,ice_cream
45.5160365,9.1808143,zone9,drinking_water
45.4820061,9.187321,zone9,fountain
45.4826511,9.1911109,zone9,bench
45.4826603,9.1910646,zone9,bench
45.4826964,9.1893616,zone9,waste_basket
45.4826881,9.191025,zone9,bench
45.4828441,9.1892569,zone9,waste_basket
45.482874,9.1898309,zone9,waste_basket
45.482895,9.1876896,zone9,waste_basket
45.4829922,9.1876814,zone9,waste_basket
45.4831784,9.1880054,zone9,bench
45.4832076,9.1880068,zone9,bench
45.4833055,9.1879854,zone9,waste_basket
45.4819975,9.1897703,zone9,bar
45.4827927,9.1912279,zone9,parking_entrance
45.4816615,9.1894205,zone9,waste_basket
45.4823235,9.1894011,zone9,waste_basket
45.4816655,9.1891998,zone9,parking
45.481553,9.1884753,zone9,waste_basket
45.4827362,9.188731,zone9,waste_basket
45.4827644,9.188624,zone9,waste_basket
45.4819727,9.1883773,zone9,restaurant
45.4823551,9.1877484,zone9,waste_basket
45.4825948,9.1872054,zone9,nightclub
45.4825218,9.1871885,zone9,nightclub
45.4821388,9.1875233,zone9,restaurant
45.4820699,9.1875099,zone9,restaurant
45.4819477,9.1871335,zone9,cafe
45.4815283,9.1870113,zone9,bar
45.4818896,9.1874681,zone9,bar
45.4815582,9.1873551,zone9,restaurant
45.4816726,9.1873922,zone9,restaurant
45.524412,9.1790697,zone9,recycling
45.5170106,9.1685746,zone9,ice_cream
45.5089693,9.172782,zone9,recycling
45.5264607,9.1700978,zone9,recycling
45.5224852,9.2015995,zone9,waste_basket
45.5259009,9.2019521,zone9,waste_basket
45.526328,9.1980264,zone9,waste_basket
45.526339,9.1985036,zone9,bench
45.5264705,9.1991398,zone9,bench
45.526526,9.1979743,zone9,bench
45.5267334,9.1978993,zone9,bench
45.5269764,9.1978236,zone9,bench
45.5270333,9.1959871,zone9,waste_basket
45.5276693,9.1964654,zone9,bench
45.5276999,9.1964448,zone9,waste_basket
45.5280921,9.199827,zone9,waste_basket
45.5283347,9.2012326,zone9,bench
45.5283608,9.2008825,zone9,waste_basket
45.5283733,9.2012391,zone9,bench
45.528412,9.2012455,zone9,bench
45.5284438,9.2012618,zone9,bench
45.5185759,9.1924958,zone9,waste_basket
45.519531,9.1970073,zone9,bench
45.5195956,9.1968752,zone9,bench
45.5197468,9.1967394,zone9,bench
45.519784,9.1967232,zone9,bench
45.5198336,9.1967084,zone9,bench
45.5198781,9.1966922,zone9,bench
45.519938,9.1966332,zone9,waste_basket
45.5202101,9.1966253,zone9,bench
45.5208731,9.1964004,zone9,bench
45.521093,9.1962453,zone9,waste_basket
45.5211747,9.1966216,zone9,waste_basket
45.5216988,9.1981355,zone9,bicycle_parking
45.521712,9.1985994,zone9,bench
45.4927466,9.1854234,zone9,drinking_water
45.4930568,9.185748,zone9,toilets
45.4926356,9.1854582,zone9,bench
45.5227611,9.1845129,zone9,waste_basket
45.5239945,9.187676,zone9,bench
45.5241023,9.1879528,zone9,bench
45.5242854,9.1884395,zone9,bench
45.5244187,9.1926657,zone9,restaurant
45.5246598,9.1893852,zone9,bench
45.524706,9.1895606,zone9,bench
45.5250466,9.190559,zone9,waste_basket
45.5192368,9.1782585,zone9,waste_basket
45.5204265,9.1778253,zone9,bench
45.5212056,9.1780815,zone9,bench
45.5213511,9.1806971,zone9,waste_basket
45.5218369,9.182795,zone9,bench
45.5218393,9.1828581,zone9,waste_basket
45.5225375,9.1833542,zone9,bench
45.5225628,9.1833853,zone9,waste_basket
45.5227265,9.1838896,zone9,bench
45.4975689,9.1840142,zone9,pharmacy
45.4976698,9.1862247,zone9,waste_basket
45.4976924,9.1856535,zone9,waste_basket
45.4978529,9.1861097,zone9,bench
45.497866,9.1860622,zone9,bench
45.4979108,9.1860246,zone9,bench
45.4979433,9.1860371,zone9,bench
45.4979775,9.1860634,zone9,bench
45.5138993,9.1791367,zone9,bench
45.5157107,9.1795108,zone9,waste_basket
45.5159653,9.1807756,zone9,bench
45.5161689,9.1814976,zone9,bench
45.5166609,9.1821852,zone9,bench
45.5167902,9.1820042,zone9,bench
45.5168361,9.181749,zone9,bench
45.5040967,9.164027,zone9,recycling
45.4986263,9.1661944,zone9,parking
45.4971299,9.183472,zone9,restaurant
45.4971165,9.1826472,zone9,telephone
45.4981114,9.1880227,zone9,bench
45.4981322,9.1879443,zone9,bench
45.4981564,9.187861,zone9,bench
45.4981725,9.1869213,zone9,waste_basket
45.4981742,9.1877805,zone9,bench
45.4982039,9.1876809,zone9,bench
45.4982267,9.187599,zone9,bench
45.4982465,9.1875241,zone9,bench
45.4982738,9.187447,zone9,waste_basket
45.4982999,9.1861718,zone9,waste_basket
45.498355,9.1871601,zone9,waste_basket
45.4983845,9.1864088,zone9,driving_school
45.4989363,9.186048,zone9,waste_basket
45.4990639,9.1858718,zone9,veterinary
45.5047422,9.1839477,zone9,bench
45.5047712,9.1839943,zone9,bench
45.5047832,9.1839081,zone9,bench
45.5048098,9.1839546,zone9,bench
45.5052134,9.1850907,zone9,waste_basket
45.5129522,9.178222,zone9,bench
45.5131333,9.1781857,zone9,bench
45.5136093,9.1780793,zone9,bench
45.5196456,9.1765904,zone9,bench
45.5199055,9.1763114,zone9,bench
45.5206252,9.1753116,zone9,bench
45.520967,9.172494,zone9,car_wash
45.5210038,9.1724519,zone9,parking
45.5214016,9.1737848,zone9,bench
45.5216031,9.1734558,zone9,bench
45.5224828,9.1743224,zone9,bench
45.5209572,9.1779756,zone9,waste_basket
45.5215256,9.1767593,zone9,bench
45.5215688,9.176777,zone9,bench
45.5216727,9.1765319,zone9,bench
45.5217151,9.1765694,zone9,bench
45.5217385,9.1776811,zone9,bench
45.5217648,9.1773995,zone9,bench
45.5217752,9.176531,zone9,waste_basket
45.5218086,9.1766318,zone9,bench
45.5227129,9.1837518,zone9,bench
45.5231371,9.1747787,zone9,telephone
45.525734,9.2024945,zone9,waste_basket
45.52574,9.2025568,zone9,bicycle_parking
45.5265291,9.2032063,zone9,bicycle_parking
45.5268995,9.2034836,zone9,waste_basket
45.5256223,9.1732801,zone9,waste_basket
45.5256223,9.1733069,zone9,recycling
45.4887455,9.1872503,zone9,coworking_space
45.5304416,9.1676652,zone9,parking_entrance
45.5285367,9.1695687,zone9,recycling
45.5288478,9.1710109,zone9,drinking_water
45.5307802,9.1693638,zone9,recycling
45.5156828,9.1669696,zone9,bench
45.5172453,9.166702,zone9,bench
45.5172453,9.1667424,zone9,bench
45.5172977,9.1671833,zone9,bench
45.5173015,9.167251,zone9,bench
45.5173325,9.1669767,zone9,bench
45.5173574,9.1669735,zone9,bench
45.517662,9.1671418,zone9,bench
