Latitude,Longitude,Zone,Amenity
45.4497007,9.2117074,zone4,pharmacy
45.4498927,9.211847,zone4,fast_food
45.4505251,9.2123848,zone4,post_box
45.462399,9.2086093,zone4,ice_cream
45.4670326,9.2303808,zone4,pharmacy
45.4506916,9.2054659,zone4,bar
45.4373001,9.2351517,zone4,restaurant
45.4369821,9.2312329,zone4,bank
45.4371523,9.2305729,zone4,restaurant
45.4548884,9.22064,zone4,bench
45.453962,9.2207049,zone4,bench
45.4540523,9.2206943,zone4,bench
45.4613781,9.2119063,zone4,bar
45.4508509,9.2235533,zone4,taxi
45.4557425,9.2438206,zone4,bank
45.4528655,9.2465662,zone4,fountain
45.457635,9.219858,zone4,bank
45.4576331,9.2202798,zone4,restaurant
45.4576205,9.2200902,zone4,post_box
45.4540416,9.2158882,zone4,restaurant
45.4538761,9.2157834,zone4,bank
45.4549523,9.2165102,zone4,ice_cream
45.455228,9.2160181,zone4,bank
45.4675567,9.2104751,zone4,parking_entrance
45.4671118,9.2303948,zone4,bar
45.4688931,9.2348967,zone4,telephone
45.4683411,9.2350121,zone4,recycling
45.4680495,9.2327242,zone4,recycling
45.4672737,9.2179844,zone4,townhall
45.4674675,9.2165068,zone4,parking_entrance
45.4579623,9.2244339,zone4,arts_centre
45.4344595,9.2366128,zone4,cafe
45.4637896,9.2304331,zone4,pharmacy
45.4575876,9.2191361,zone4,restaurant
45.4564591,9.2191463,zone4,bar
45.4623506,9.2136105,zone4,bank
45.4276543,9.2496533,zone4,restaurant
45.4620203,9.220265,zone4,motorcycle_parking
45.4487169,9.2209527,zone4,recycling
45.4504788,9.2247738,zone4,recycling
45.4434225,9.2220601,zone4,recycling
45.4576517,9.2551997,zone4,toilets
45.4517365,9.2515244,zone4,post_office
45.4516132,9.2515569,zone4,bank
45.4588778,9.24242,zone4,veterinary
45.458747,9.2421925,zone4,doctors
45.4588322,9.2423278,zone4,doctors
45.4547248,9.2463756,zone4,veterinary
45.4582513,9.2411985,zone4,drinking_water
45.4647001,9.258679,zone4,bench
45.4649046,9.2586341,zone4,bench
45.4646317,9.2586941,zone4,waste_basket
45.4616022,9.2204412,zone4,bench
45.4616762,9.2204438,zone4,bench
45.4440821,9.2222329,zone4,pharmacy
45.4489657,9.2117127,zone4,clock
45.4617125,9.2115439,zone4,bank
45.4623167,9.2354523,zone4,bank
45.4600271,9.2219202,zone4,parking_entrance
45.4600274,9.2217271,zone4,parking_entrance
45.4555208,9.2204484,zone4,bench
45.4374969,9.2195244,zone4,pharmacy
45.4377357,9.2201692,zone4,telephone
45.4576528,9.2078244,zone4,restaurant
45.4439152,9.2142326,zone4,telephone
45.4491507,9.2170643,zone4,restaurant
45.4585677,9.2420452,zone4,pharmacy
45.4586068,9.2419707,zone4,post_box
45.457499,9.2057955,zone4,bar
45.4607934,9.2316583,zone4,fuel
45.4531836,9.2151997,zone4,bank
45.4531704,9.2151069,zone4,clock
45.4531915,9.2151859,zone4,atm
45.4675844,9.2141133,zone4,clock
45.4479324,9.2219729,zone4,community_centre
45.4292859,9.2565687,zone4,cafe
45.428921,9.2559159,zone4,cafe
45.4574784,9.2062256,zone4,cafe
45.4574236,9.2069239,zone4,restaurant
45.4576153,9.2058871,zone4,cafe
45.4612677,9.2324651,zone4,bicycle_parking
45.4561236,9.237879,zone4,cafe
45.4457431,9.2483829,zone4,pharmacy
45.445143,9.24847,zone4,restaurant
45.4457064,9.2473085,zone4,cafe
45.4457409,9.2482722,zone4,veterinary
45.4457461,9.2482093,zone4,cafe
45.4457248,9.2478262,zone4,cafe
45.4457117,9.2476935,zone4,fast_food
45.4456737,9.2469389,zone4,cafe
45.4456151,9.2457841,zone4,bank
45.4456245,9.2455044,zone4,cafe
45.4456182,9.2450587,zone4,telephone
45.4456148,9.2451996,zone4,toilets
45.4456022,9.2445158,zone4,bank
45.4455094,9.2429598,zone4,pharmacy
45.4399188,9.2187545,zone4,social_facility
45.4446352,9.2464417,zone4,restaurant
45.4520299,9.2226039,zone4,cafe
45.4662263,9.2132989,zone4,post_box
45.4662652,9.2132644,zone4,cafe
45.443484,9.2193933,zone4,bicycle_parking
45.463141,9.2303829,zone4,restaurant
45.4675344,9.2151735,zone4,ice_cream
45.4633081,9.2303866,zone4,bank
45.4625289,9.2304619,zone4,bank
45.4555639,9.2115885,zone4,ice_cream
45.4622405,9.2360675,zone4,restaurant
45.4513115,9.2593973,zone4,restaurant
45.4649844,9.2110652,zone4,post_box
45.464774,9.2111596,zone4,bank
45.4649462,9.2111247,zone4,bar
45.462406,9.2160594,zone4,bicycle_rental
45.4623358,9.2168733,zone4,post_box
45.4628681,9.217081,zone4,bar
45.4676318,9.2235374,zone4,recycling
45.4675747,9.2232568,zone4,bar
45.4633456,9.2252206,zone4,bench
45.4634822,9.2249021,zone4,bench
45.4634932,9.2250102,zone4,bench
45.4635239,9.2249895,zone4,bench
45.4633346,9.2251496,zone4,bench
45.4634529,9.2249594,zone4,bench
45.4635331,9.2249458,zone4,bench
45.4633699,9.2251999,zone4,bench
45.4637432,9.2254656,zone4,bench
45.4552569,9.2080626,zone4,bicycle_rental
45.4632498,9.2282205,zone4,car_wash
45.463134,9.2279989,zone4,bar
45.4638744,9.227912,zone4,post_box
45.4654929,9.2293601,zone4,vending_machine
45.4655259,9.2349793,zone4,bar
45.4643262,9.231384,zone4,restaurant
45.4664481,9.2317786,zone4,bar
45.4658872,9.2254001,zone4,fountain
45.4522846,9.2192856,zone4,fast_food
45.4381862,9.2245669,zone4,restaurant
45.4650896,9.2237184,zone4,recycling
45.4655646,9.2169525,zone4,post_box
45.465701,9.217261,zone4,bicycle_parking
45.4552918,9.208084,zone4,clock
45.4544997,9.2091488,zone4,drinking_water
45.4540199,9.2086928,zone4,clock
45.4545201,9.2090852,zone4,toilets
45.4548459,9.2090882,zone4,bar
45.4612058,9.2438801,zone4,ice_cream
45.4615018,9.2438218,zone4,fast_food
45.4615428,9.2441085,zone4,pharmacy
45.4611895,9.244294,zone4,restaurant
45.4614769,9.244236,zone4,cafe
45.4541198,9.2133409,zone4,pub
45.4448053,9.2462564,zone4,cafe
45.4448034,9.2463482,zone4,post_box
45.4447342,9.2453134,zone4,restaurant
45.430443,9.2454935,zone4,restaurant
45.4260975,9.2514483,zone4,cafe
45.4260261,9.2515285,zone4,fast_food
45.4257561,9.2518817,zone4,fast_food
45.4253705,9.2521869,zone4,restaurant
45.4598258,9.2389094,zone4,post_box
45.4598178,9.2389494,zone4,childcare
45.4587095,9.242552,zone4,parking
45.458246,9.2481222,zone4,post_box
45.4582629,9.2482022,zone4,cafe
45.4569005,9.2419683,zone4,telephone
45.4569191,9.2421952,zone4,cafe
45.4563364,9.2430066,zone4,pharmacy
45.4553233,9.2443964,zone4,cafe
45.4544207,9.2456108,zone4,cafe
45.4519734,9.2403054,zone4,bench
45.4519971,9.2402669,zone4,bench
45.4638085,9.2096723,zone4,parking_entrance
45.4634242,9.2108415,zone4,parking
45.4661491,9.2074233,zone4,parking_entrance
45.4353144,9.2412025,zone4,parking
45.461869,9.2111934,zone4,cafe
45.4298321,9.246761,zone4,restaurant
45.4620419,9.2096837,zone4,bar
45.4568189,9.2235176,zone4,cafe
45.4571106,9.2234772,zone4,arts_centre
45.4577567,9.2079204,zone4,pub
45.4579274,9.2080681,zone4,restaurant
45.4485072,9.2205962,zone4,restaurant
45.4288324,9.2573388,zone4,waste_basket
45.4528696,9.2139253,zone4,bench
45.4530728,9.2133942,zone4,bench
45.4532902,9.2128685,zone4,bench
45.4635833,9.2118562,zone4,restaurant
45.442047,9.2173833,zone4,college
45.4421071,9.2191017,zone4,parking
45.4403341,9.2209133,zone4,parking_entrance
45.4410719,9.2204872,zone4,bar
45.4414662,9.2207355,zone4,restaurant
45.4416657,9.2212049,zone4,bank
45.4414918,9.2237729,zone4,bar
45.4457181,9.2131994,zone4,bicycle_parking
45.4661979,9.2149093,zone4,restaurant
45.4667061,9.2100141,zone4,restaurant
45.4503799,9.2066415,zone4,restaurant
45.4576105,9.2094733,zone4,pub
45.4585645,9.2109433,zone4,cafe
45.4563152,9.212146,zone4,cafe
45.4572643,9.2127966,zone4,restaurant
45.4569653,9.2125792,zone4,cafe
45.4573547,9.2128903,zone4,cafe
45.4578721,9.21329,zone4,restaurant
45.4519177,9.2045941,zone4,cafe
45.4521021,9.2054417,zone4,cafe
45.4516637,9.2053692,zone4,restaurant
45.4518368,9.2051091,zone4,restaurant
45.4592394,9.2153615,zone4,bench
45.4592798,9.2153696,zone4,bench
45.4593823,9.2153599,zone4,bench
45.4593466,9.215362,zone4,bench
45.4592478,9.215086,zone4,bench
45.4594199,9.2153585,zone4,bench
45.4593113,9.2153663,zone4,bench
45.4592055,9.2153367,zone4,bench
45.4592196,9.2151329,zone4,bench
45.4565895,9.2115936,zone4,waste_basket
45.4558218,9.2109286,zone4,cafe
45.4454835,9.213597,zone4,cafe
45.4467051,9.2137951,zone4,bench
45.4466675,9.2141438,zone4,bench
45.4466437,9.2141176,zone4,bench
45.446675,9.2138219,zone4,bench
45.4466336,9.2140526,zone4,bench
45.4442722,9.2663108,zone4,restaurant
45.4593566,9.2071614,zone4,restaurant
45.4595706,9.2074251,zone4,cafe
45.4606115,9.2080089,zone4,bank
45.4584498,9.2074108,zone4,cafe
45.458145,9.2081699,zone4,cafe
45.4583067,9.2076947,zone4,restaurant
45.4519325,9.2281027,zone4,post_box
45.4507742,9.2261743,zone4,fuel
45.4489031,9.211924,zone4,school
45.4487677,9.2123044,zone4,childcare
45.4488276,9.212151,zone4,kindergarten
45.4589368,9.2091814,zone4,bank
45.4570708,9.2086979,zone4,parking_entrance
45.4574376,9.2081849,zone4,parking_entrance
45.4522019,9.2055171,zone4,restaurant
45.4547674,9.2135465,zone4,post_box
45.457592,9.2199123,zone4,clock
45.4576339,9.2200564,zone4,bar
45.4578902,9.2191425,zone4,bar
45.457893,9.2187589,zone4,cafe
45.4570301,9.2174534,zone4,bank
45.4560792,9.2260857,zone4,restaurant
45.4563953,9.2171851,zone4,restaurant
45.4640008,9.2161931,zone4,vending_machine
45.4350039,9.244265,zone4,bench
45.4312279,9.2599594,zone4,vending_machine
45.4314572,9.2596311,zone4,vending_machine
45.4316147,9.2606332,zone4,vending_machine
45.4548329,9.2136403,zone4,bicycle_rental
45.4426895,9.2641272,zone4,post_box
45.4431735,9.2645823,zone4,cafe
45.4401253,9.2632907,zone4,drinking_water
45.468952,9.2351856,zone4,clock
45.4676465,9.2265891,zone4,bank
45.4677086,9.22732,zone4,clock
45.4630384,9.2404667,zone4,nightclub
45.4607587,9.2248973,zone4,recycling
45.4571641,9.2104766,zone4,parking_entrance
45.4582827,9.2104609,zone4,post_box
45.460745,9.2112079,zone4,restaurant
45.4432965,9.2633827,zone4,telephone
45.4418471,9.2208362,zone4,fast_food
45.4413021,9.2210061,zone4,atm
45.4401432,9.223454,zone4,bank
45.4596402,9.2073222,zone4,post_box
45.4431721,9.2238796,zone4,post_box
45.4392849,9.2260477,zone4,pharmacy
45.438442,9.2277915,zone4,post_box
45.4370773,9.2307362,zone4,restaurant
45.4355759,9.234246,zone4,bank
45.4346141,9.2362562,zone4,kindergarten
45.4345174,9.2364756,zone4,fast_food
45.4424887,9.2196507,zone4,bar
45.4419256,9.220648,zone4,restaurant
45.459459,9.2077458,zone4,cafe
45.4426884,9.2193012,zone4,bicycle_rental
45.4315499,9.2438375,zone4,doctors
45.4423175,9.2198454,zone4,bank
45.4421022,9.2202832,zone4,fast_food
45.4414666,9.2216244,zone4,telephone
45.4414534,9.2216695,zone4,vending_machine
45.4402366,9.2232954,zone4,bar
45.4404357,9.2228076,zone4,bar
45.4335599,9.2381151,zone4,taxi
45.4405319,9.2242678,zone4,taxi
45.4666894,9.2085783,zone4,restaurant
45.4350587,9.2402161,zone4,bench
45.4349957,9.2403383,zone4,bench
45.435762,9.241481,zone4,bench
45.4357639,9.2414261,zone4,bench
45.4356717,9.2412718,zone4,bench
45.4356642,9.2413295,zone4,bench
45.4358331,9.2415735,zone4,bench
45.4358587,9.241575,zone4,bench
45.4356233,9.2401036,zone4,bicycle_parking
45.4326735,9.2398728,zone4,bicycle_parking
45.4346697,9.2409398,zone4,bicycle_parking
45.4356449,9.2412799,zone4,bench
45.4350275,9.2402784,zone4,bench
45.4328794,9.2398959,zone4,waste_basket
45.4615841,9.2111592,zone4,cafe
45.4656234,9.213597,zone4,cafe
45.4364085,9.2445827,zone4,bench
45.436383,9.2445402,zone4,bench
45.4362896,9.2440877,zone4,bench
45.4363564,9.2444963,zone4,bench
45.4372965,9.2455012,zone4,bench
45.4372513,9.2455669,zone4,bench
45.4366284,9.2451136,zone4,bench
45.4364701,9.2446343,zone4,bench
45.4374104,9.2442526,zone4,bench
45.4363947,9.2445599,zone4,bench
45.4363423,9.2444768,zone4,bench
45.4367196,9.2452414,zone4,bench
45.4364223,9.2446053,zone4,bench
45.4373944,9.2442835,zone4,bench
45.4364345,9.2446281,zone4,bench
45.4366016,9.2451592,zone4,bench
45.4362726,9.2441239,zone4,bench
45.4363702,9.244518,zone4,bench
45.437496,9.2441225,zone4,bench
45.4367008,9.2440608,zone4,bench
45.4371497,9.2451364,zone4,bench
45.435388,9.2416214,zone4,bench
45.4367309,9.2440649,zone4,bench
45.4354031,9.2419137,zone4,bench
45.435341,9.2416857,zone4,bench
45.4365333,9.2434935,zone4,bench
45.4371505,9.2450898,zone4,bench
45.4365041,9.243507,zone4,bench
45.4356017,9.2413478,zone4,waste_basket
45.4353325,9.24173,zone4,bench
45.4354078,9.2418762,zone4,bench
45.4363959,9.2424073,zone4,bench
45.4368552,9.2440394,zone4,bench
45.4363244,9.2425253,zone4,bench
45.4363508,9.2424837,zone4,bench
45.4354671,9.2420854,zone4,bench
45.4366321,9.2434574,zone4,bench
45.4369229,9.2453952,zone4,bench
45.4366687,9.2434477,zone4,bench
45.4368846,9.2440534,zone4,bench
45.4363479,9.2425615,zone4,bench
45.436793,9.2432669,zone4,bench
45.4373364,9.244202,zone4,bench
45.4367723,9.2432991,zone4,bench
45.4334661,9.2483909,zone4,drinking_water
45.4447603,9.2234764,zone4,drinking_water
45.4385154,9.2427024,zone4,drinking_water
45.4360454,9.2457376,zone4,drinking_water
45.4615866,9.2422605,zone4,drinking_water
45.4531793,9.2275083,zone4,drinking_water
45.4416971,9.2628328,zone4,drinking_water
45.4449366,9.2220161,zone4,drinking_water
45.4630558,9.2256525,zone4,drinking_water
45.4674607,9.2110915,zone4,drinking_water
45.4599556,9.2165434,zone4,drinking_water
45.4445721,9.2286987,zone4,drinking_water
45.4474744,9.2139837,zone4,drinking_water
45.4401315,9.2281617,zone4,drinking_water
45.4307568,9.2440429,zone4,drinking_water
45.4316807,9.2468536,zone4,drinking_water
45.4446951,9.2629756,zone4,drinking_water
45.4458249,9.2193929,zone4,drinking_water
45.4372202,9.2238229,zone4,drinking_water
45.4604654,9.2159556,zone4,drinking_water
45.4571707,9.2201009,zone4,drinking_water
45.4531252,9.2206448,zone4,drinking_water
45.4395539,9.2633767,zone4,drinking_water
45.4455719,9.2170083,zone4,drinking_water
45.4502606,9.2272706,zone4,drinking_water
45.4499607,9.2287026,zone4,drinking_water
45.4504262,9.2258568,zone4,drinking_water
45.4469119,9.21318,zone4,drinking_water
45.4541301,9.2180659,zone4,drinking_water
45.4429155,9.2637476,zone4,drinking_water
45.4568822,9.2225753,zone4,drinking_water
45.4430905,9.2219641,zone4,drinking_water
45.4425003,9.2267786,zone4,drinking_water
45.4565331,9.2414055,zone4,drinking_water
45.4341947,9.2205958,zone4,drinking_water
45.4527042,9.220152,zone4,drinking_water
45.4438563,9.218568,zone4,drinking_water
45.4473648,9.2502885,zone4,drinking_water
45.4646341,9.2585537,zone4,drinking_water
45.4655883,9.2617569,zone4,drinking_water
45.4647213,9.2648832,zone4,drinking_water
45.4443161,9.2655505,zone4,drinking_water
45.448618,9.2534101,zone4,drinking_water
45.4470226,9.2547589,zone4,drinking_water
45.4459103,9.2511945,zone4,drinking_water
45.4560096,9.2545448,zone4,drinking_water
45.4274708,9.2512632,zone4,drinking_water
45.4624222,9.2119838,zone4,drinking_water
45.4623207,9.2166637,zone4,drinking_water
45.4607632,9.2157723,zone4,drinking_water
45.4580441,9.2128889,zone4,drinking_water
45.4560886,9.2206643,zone4,drinking_water
45.4548293,9.2207669,zone4,drinking_water
45.458323,9.2413188,zone4,drinking_water
45.4528857,9.2393491,zone4,drinking_water
45.4552688,9.2399082,zone4,drinking_water
45.4532718,9.2289429,zone4,drinking_water
45.4602935,9.2451744,zone4,drinking_water
45.4445841,9.2455404,zone4,drinking_water
45.4430042,9.2297976,zone4,drinking_water
45.4677966,9.2333749,zone4,drinking_water
45.4674735,9.2300115,zone4,drinking_water
45.4496479,9.2285544,zone4,drinking_water
45.4509247,9.2511776,zone4,bank
45.4344527,9.2238967,zone4,pharmacy
45.4619895,9.2294233,zone4,restaurant
45.4635625,9.2323587,zone4,restaurant
45.4510326,9.2107534,zone4,waste_basket
45.4504492,9.2217491,zone4,post_box
45.4574912,9.2160971,zone4,restaurant
45.4521028,9.2037944,zone4,bar
45.4445037,9.2237199,zone4,waste_basket
45.4440861,9.2231281,zone4,waste_basket
45.4353463,9.2346404,zone4,cafe
45.4381172,9.2284143,zone4,restaurant
45.4560998,9.223638,zone4,post_box
45.4575739,9.2223653,zone4,waste_basket
45.4567846,9.2223251,zone4,waste_basket
45.4569144,9.2227046,zone4,bench
45.4557945,9.2205917,zone4,motorcycle_parking
45.4498902,9.2209718,zone4,cafe
45.4420209,9.226381,zone4,cafe
45.4521243,9.2522773,zone4,nightclub
45.4442295,9.215957,zone4,fast_food
45.4444545,9.2161877,zone4,nightclub
45.4676625,9.2290207,zone4,bar
45.4664854,9.2162415,zone4,restaurant
45.466562,9.2149251,zone4,restaurant
45.4496569,9.2215371,zone4,pharmacy
45.4567324,9.2151051,zone4,restaurant
45.4683529,9.2343303,zone4,vending_machine
45.4410303,9.2628018,zone4,bench
45.4427956,9.2637754,zone4,bench
45.4506712,9.2514948,zone4,cafe
45.4500628,9.252344,zone4,bank
45.4630363,9.2371403,zone4,vending_machine
45.4361576,9.2222561,zone4,cafe
45.4603342,9.2091288,zone4,restaurant
45.4338136,9.2382528,zone4,atm
45.4338263,9.238164,zone4,pharmacy
45.4332895,9.2386787,zone4,toilets
45.4335148,9.2385531,zone4,cafe
45.4391649,9.2287624,zone4,cafe
45.4406923,9.2264457,zone4,cafe
45.4407829,9.2258823,zone4,cafe
45.440233,9.2248323,zone4,restaurant
45.4403095,9.2156716,zone4,restaurant
45.433379,9.2382714,zone4,post_box
45.4398791,9.2249378,zone4,ice_cream
45.4361735,9.23536,zone4,restaurant
45.4398283,9.2249661,zone4,fast_food
45.437266,9.2179312,zone4,restaurant
45.4577884,9.2059747,zone4,restaurant
45.4579453,9.2133376,zone4,restaurant
45.4533983,9.2126084,zone4,telephone
45.4542659,9.2134601,zone4,pub
45.4577142,9.2061319,zone4,restaurant
45.453058,9.2124913,zone4,pub
45.4639062,9.2237166,zone4,fuel
45.4512965,9.2411843,zone4,fuel
45.435771,9.2405653,zone4,bicycle_parking
45.4361935,9.2438134,zone4,drinking_water
45.435368,9.2394585,zone4,bicycle_parking
45.4359043,9.2408875,zone4,restaurant
45.4317613,9.2438025,zone4,bar
45.4322105,9.2445681,zone4,ice_cream
45.4369428,9.21786,zone4,bicycle_rental
45.4307052,9.245667,zone4,bar
45.4308903,9.2459102,zone4,bar
45.4307541,9.2457591,zone4,restaurant
45.4322025,9.2416401,zone4,bar
45.4371435,9.2176254,zone4,bicycle_parking
45.433684,9.2332215,zone4,cafe
45.4473755,9.2109148,zone4,bar
45.4537176,9.2247569,zone4,fast_food
45.4522853,9.2213678,zone4,restaurant
45.4424153,9.2184551,zone4,post_box
45.4674789,9.2073149,zone4,bank
45.4411685,9.2143615,zone4,bank
45.4404402,9.2178421,zone4,police
